Question_ID,Subject,Year,Exam_Name,Question_Type,Marks,Difficulty_Level,Topic,Repeated_Count,Last_Appearance_Year,Exam_Date,,,,,,,,,,
Q0486,Physics,2021,Exam_3,Short Answer,15,Medium,Genetics,6,2024,9/17/2023,,,,,,,,,,
Q0487,Computer Science,2020,Exam_5,Long Answer,5,Hard,Genetics,2,2023,06-07-2017,,,,,,,,,,
Q0488,Physics,2015,Exam_2,Numerical,10,Hard,Genetics,4,2018,01-11-2019,,,,,,,,,,
Q0489,Physics,2020,Exam_4,Numerical,10,Easy,Programming,8,2022,2/20/2015,,,,,,,,,,
Q0490,Maths,2023,Exam_4,Long Answer,5,Easy,Genetics,1,2024,6/16/2024,,,,,,,,,,
Q0491,Computer Science,2025,Exam_2,MCQ,5,Medium,Programming,3,2025,6/29/2019,,,,,,,,,,
Q0492,Biology,2018,Exam_5,Short Answer,2,Medium,Programming,4,2020,9/23/2020,,,,,,,,,,
Q0493,Physics,2023,Exam_5,Numerical,10,Medium,Genetics,7,2025,3/20/2017,,,,,,,,,,
Q0494,Maths,2019,Exam_4,Long Answer,2,Easy,Genetics,1,2025,3/31/2019,,,,,,,,,,
Q0495,Chemistry,2021,Exam_1,MCQ,5,Easy,Organic,2,2024,8/31/2023,,,,,,,,,,
Q0496,Biology,2023,Exam_1,Numerical,2,Easy,Organic,1,2023,10/20/2024,,,,,,,,,,
Q0497,Biology,2020,Exam_2,Long Answer,10,Hard,Organic,7,2020,5/27/2016,,,,,,,,,,
Q0498,Maths,2021,Exam_1,Long Answer,10,Easy,Organic,7,2023,6/23/2016,,,,,,,,,,
Q0499,Physics,2023,Exam_1,MCQ,15,Easy,Mechanics,3,2023,12-12-2024,,,,,,,,,,
Q0500,Biology,2021,Exam_3,Numerical,5,Easy,Algebra,2,2023,10-10-2023,,,,,,,,,,
Q0501,Computer Science,2025,Exam_2,Long Answer,15,Medium,Mechanics,7,2025,10/18/2022,,,,,,,,,,
Q0502,Maths,2018,Exam_2,MCQ,10,Easy,Organic,4,2024,10-05-2016,,,,,,,,,,
Q0503,Biology,2023,Exam_1,MCQ,15,Hard,Mechanics,4,2024,10-02-2015,,,,,,,,,,
Q0504,Biology,2018,Exam_3,Short Answer,10,Hard,Programming,3,2024,3/28/2022,,,,,,,,,,
Q0505,Computer Science,2024,Exam_5,Long Answer,2,Hard,Programming,5,2025,12/22/2016,,,,,,,,,,
Q0506,Physics,2022,Exam_1,Short Answer,10,Medium,Algebra,4,2022,10-10-2022,,,,,,,,,,
Q0507,Physics,2020,Exam_4,Short Answer,10,Easy,Genetics,3,2021,5/24/2018,,,,,,,,,,
Q0508,Maths,2025,Exam_3,Short Answer,15,Medium,Mechanics,9,2025,12/29/2018,,,,,,,,,,
Q0509,Biology,2020,Exam_4,Short Answer,5,Easy,Organic,0,2025,11/25/2017,,,,,,,,,,
Q0510,Chemistry,2015,Exam_3,Numerical,15,Easy,Organic,6,2017,07-06-2023,,,,,,,,,,
Q0511,Physics,2023,Exam_1,Numerical,15,Easy,Organic,9,2025,05-11-2023,,,,,,,,,,
Q0512,Chemistry,2025,Exam_5,Short Answer,5,Medium,Programming,1,2025,05-10-2023,,,,,,,,,,
Q0513,Computer Science,2019,Exam_2,Long Answer,5,Medium,Genetics,4,2020,10/17/2021,,,,,,,,,,
Q0514,Biology,2025,Exam_4,Short Answer,15,Hard,Programming,9,2025,9/17/2022,,,,,,,,,,
Q0515,Physics,2015,Exam_2,Numerical,2,Hard,Programming,5,2025,02-07-2022,,,,,,,,,,
Q0516,Computer Science,2020,Exam_2,Short Answer,10,Medium,Mechanics,2,2021,02-08-2023,,,,,,,,,,
Q0517,Chemistry,2015,Exam_2,Numerical,2,Medium,Genetics,1,2016,3/20/2015,,,,,,,,,,
Q0518,Chemistry,2015,Exam_5,Short Answer,15,Easy,Genetics,5,2020,11-03-2024,,,,,,,,,,
Q0519,Biology,2021,Exam_4,Long Answer,10,Hard,Genetics,4,2023,08-07-2023,,,,,,,,,,
Q0520,Biology,2022,Exam_1,Short Answer,10,Hard,Mechanics,8,2022,06-05-2023,,,,,,,,,,
Q0521,Maths,2025,Exam_1,Long Answer,15,Hard,Genetics,7,2025,8/19/2016,,,,,,,,,,
Q0522,Chemistry,2025,Exam_2,MCQ,10,Medium,Algebra,2,2025,07-01-2022,,,,,,,,,,
Q0523,Physics,2022,Exam_2,Numerical,10,Easy,Mechanics,5,2022,05-03-2019,,,,,,,,,,
Q0524,Computer Science,2016,Exam_2,Numerical,2,Hard,Organic,1,2017,07-07-2021,,,,,,,,,,
Q0525,Physics,2021,Exam_3,MCQ,2,Easy,Mechanics,2,2024,04-09-2020,,,,,,,,,,
Q0526,Physics,2021,Exam_5,Long Answer,15,Hard,Organic,1,2022,05-04-2015,,,,,,,,,,
Q0527,Physics,2017,Exam_1,MCQ,15,Hard,Mechanics,0,2022,12/17/2020,,,,,,,,,,
Q0528,Computer Science,2022,Exam_4,MCQ,15,Easy,Organic,10,2022,05-01-2022,,,,,,,,,,
Q0529,Maths,2016,Exam_5,Long Answer,2,Medium,Genetics,9,2020,7/20/2017,,,,,,,,,,
Q0530,Biology,2024,Exam_3,MCQ,15,Easy,Algebra,0,2024,10-12-2024,,,,,,,,,,
Q0531,Physics,2015,Exam_4,MCQ,10,Hard,Programming,8,2019,08-05-2022,,,,,,,,,,
Q0532,Maths,2020,Exam_5,MCQ,15,Easy,Organic,8,2021,6/13/2020,,,,,,,,,,
Q0533,Physics,2019,Exam_1,MCQ,10,Medium,Organic,7,2022,02-08-2019,,,,,,,,,,
Q0534,Biology,2016,Exam_4,MCQ,15,Easy,Algebra,6,2016,01-01-2019,,,,,,,,,,
Q0535,Maths,2021,Exam_2,Numerical,2,Easy,Mechanics,8,2024,2/20/2019,,,,,,,,,,
Q0536,Computer Science,2020,Exam_5,MCQ,2,Easy,Genetics,1,2024,07-08-2017,,,,,,,,,,
Q0537,Physics,2015,Exam_1,MCQ,2,Hard,Genetics,0,2015,10-09-2024,,,,,,,,,,
Q0538,Physics,2021,Exam_5,Numerical,15,Hard,Mechanics,8,2021,11/14/2015,,,,,,,,,,
Q0539,Biology,2015,Exam_2,Short Answer,2,Easy,Organic,10,2017,5/21/2019,,,,,,,,,,
Q0540,Physics,2025,Exam_3,Long Answer,15,Medium,Organic,2,2025,10/23/2018,,,,,,,,,,
Q0541,Maths,2023,Exam_4,Long Answer,5,Easy,Organic,8,2023,9/13/2021,,,,,,,,,,
Q0542,Physics,2019,Exam_3,Short Answer,2,Medium,Organic,7,2022,08-09-2021,,,,,,,,,,
Q0543,Maths,2023,Exam_4,Long Answer,15,Easy,Programming,2,2025,06-03-2020,,,,,,,,,,
Q0544,Physics,2017,Exam_2,Short Answer,10,Medium,Mechanics,1,2020,11-02-2020,,,,,,,,,,
Q0545,Biology,2025,Exam_5,MCQ,15,Medium,Mechanics,0,2025,7/26/2018,,,,,,,,,,
Q0546,Computer Science,2019,Exam_1,MCQ,5,Hard,Organic,6,2019,07-12-2016,,,,,,,,,,
Q0547,Maths,2016,Exam_1,MCQ,2,Medium,Genetics,2,2024,1/16/2022,,,,,,,,,,
Q0548,Biology,2023,Exam_5,Long Answer,2,Hard,Programming,2,2024,10/23/2019,,,,,,,,,,
Q0549,Biology,2024,Exam_3,Long Answer,15,Medium,Algebra,5,2024,12/25/2015,,,,,,,,,,
Q0550,Physics,2023,Exam_5,Short Answer,10,Medium,Programming,1,2024,1/17/2023,,,,,,,,,,
Q0551,Maths,2021,Exam_4,Numerical,10,Medium,Organic,3,2021,4/28/2020,,,,,,,,,,
Q0552,Chemistry,2016,Exam_4,Numerical,15,Medium,Programming,2,2018,2/18/2019,,,,,,,,,,
Q0553,Computer Science,2015,Exam_1,Long Answer,10,Medium,Genetics,8,2015,5/24/2023,,,,,,,,,,
Q0554,Maths,2021,Exam_5,MCQ,10,Medium,Organic,6,2024,10/30/2019,,,,,,,,,,
Q0555,Maths,2018,Exam_4,MCQ,2,Medium,Programming,4,2019,10-10-2018,,,,,,,,,,
Q0556,Biology,2015,Exam_1,Numerical,15,Easy,Organic,8,2017,06-07-2022,,,,,,,,,,
Q0557,Biology,2016,Exam_1,Short Answer,15,Medium,Algebra,5,2016,7/25/2024,,,,,,,,,,
Q0558,Computer Science,2018,Exam_4,Short Answer,10,Hard,Organic,5,2022,09-11-2019,,,,,,,,,,
Q0559,Biology,2019,Exam_2,Short Answer,5,Hard,Programming,1,2022,7/22/2022,,,,,,,,,,
Q0560,Biology,2019,Exam_5,Long Answer,2,Medium,Mechanics,8,2019,7/20/2018,,,,,,,,,,
Q0561,Biology,2023,Exam_5,MCQ,2,Easy,Programming,10,2024,02-08-2017,,,,,,,,,,
Q0562,Biology,2020,Exam_2,Short Answer,5,Easy,Programming,0,2022,7/25/2018,,,,,,,,,,
Q0563,Computer Science,2020,Exam_5,MCQ,15,Medium,Organic,7,2023,12-10-2020,,,,,,,,,,
Q0564,Chemistry,2019,Exam_1,Short Answer,2,Easy,Organic,5,2022,1/18/2024,,,,,,,,,,
Q0565,Computer Science,2023,Exam_5,Long Answer,15,Easy,Organic,6,2023,3/22/2019,,,,,,,,,,
Q0566,Biology,2021,Exam_4,MCQ,10,Easy,Programming,10,2021,3/23/2022,,,,,,,,,,
Q0567,Chemistry,2016,Exam_1,Numerical,15,Medium,Programming,7,2017,06-10-2016,,,,,,,,,,
Q0568,Physics,2023,Exam_1,Short Answer,15,Hard,Programming,1,2024,12/18/2019,,,,,,,,,,
Q0569,Maths,2017,Exam_1,Long Answer,15,Medium,Genetics,4,2021,1/30/2021,,,,,,,,,,
Q0570,Computer Science,2023,Exam_2,Numerical,2,Easy,Mechanics,1,2024,10-05-2023,,,,,,,,,,
Q0571,Biology,2019,Exam_2,MCQ,10,Medium,Algebra,8,2020,5/31/2015,,,,,,,,,,
Q0572,Maths,2018,Exam_1,MCQ,10,Easy,Programming,5,2022,03-01-2017,,,,,,,,,,
Q0573,Physics,2025,Exam_1,MCQ,15,Hard,Algebra,3,2025,05-10-2015,,,,,,,,,,
Q0574,Biology,2020,Exam_5,Numerical,2,Medium,Algebra,6,2023,07-08-2015,,,,,,,,,,
Q0575,Biology,2023,Exam_5,Numerical,5,Easy,Mechanics,3,2025,10/21/2020,,,,,,,,,,
Q0576,Chemistry,2019,Exam_2,Short Answer,10,Easy,Genetics,4,2024,4/14/2020,,,,,,,,,,
Q0577,Computer Science,2021,Exam_4,Numerical,5,Hard,Mechanics,7,2023,1/20/2021,,,,,,,,,,
Q0578,Biology,2015,Exam_3,Short Answer,5,Hard,Algebra,5,2024,12/21/2023,,,,,,,,,,
Q0579,Physics,2021,Exam_1,MCQ,2,Easy,Algebra,1,2021,9/16/2019,,,,,,,,,,
Q0580,Physics,2019,Exam_3,MCQ,10,Hard,Organic,9,2020,07-08-2021,,,,,,,,,,
Q0581,Physics,2024,Exam_1,MCQ,15,Medium,Algebra,3,2024,9/17/2023,,,,,,,,,,
Q0582,Computer Science,2021,Exam_5,Numerical,2,Hard,Organic,1,2022,8/26/2019,,,,,,,,,,
Q0583,Maths,2016,Exam_2,MCQ,2,Medium,Organic,6,2020,11-09-2022,,,,,,,,,,
Q0584,Computer Science,2016,Exam_5,MCQ,2,Hard,Organic,2,2020,4/20/2016,,,,,,,,,,
Q0585,Maths,2024,Exam_4,Short Answer,15,Easy,Genetics,0,2024,1/26/2021,,,,,,,,,,
Q0586,Maths,2021,Exam_5,Long Answer,2,Medium,Algebra,7,2024,07-05-2023,,,,,,,,,,
Q0587,Biology,2023,Exam_5,MCQ,15,Medium,Mechanics,9,2024,07-06-2019,,,,,,,,,,
Q0588,Physics,2015,Exam_3,Short Answer,15,Medium,Organic,10,2018,8/31/2020,,,,,,,,,,
Q0589,Biology,2016,Exam_3,MCQ,10,Medium,Algebra,7,2024,6/27/2017,,,,,,,,,,
Q0590,Physics,2024,Exam_2,Long Answer,10,Medium,Algebra,10,2025,8/31/2021,,,,,,,,,,
Q0591,Computer Science,2025,Exam_4,MCQ,5,Medium,Organic,5,2025,1/18/2016,,,,,,,,,,
Q0592,Chemistry,2022,Exam_3,Long Answer,5,Easy,Organic,1,2023,07-06-2024,,,,,,,,,,
Q0593,Physics,2024,Exam_1,Long Answer,5,Medium,Genetics,6,2025,6/27/2024,,,,,,,,,,
Q0594,Maths,2018,Exam_5,Numerical,5,Easy,Algebra,0,2024,4/23/2017,,,,,,,,,,
Q0595,Maths,2018,Exam_2,MCQ,5,Medium,Organic,5,2019,7/13/2022,,,,,,,,,,
Q0596,Biology,2021,Exam_2,Numerical,5,Easy,Organic,3,2022,4/17/2021,,,,,,,,,,
Q0597,Maths,2019,Exam_2,Short Answer,5,Easy,Algebra,10,2024,01-08-2024,,,,,,,,,,
Q0598,Physics,2025,Exam_3,Numerical,5,Easy,Organic,5,2025,2/19/2017,,,,,,,,,,
Q0599,Physics,2018,Exam_4,MCQ,2,Medium,Organic,1,2021,1/20/2019,,,,,,,,,,
Q0600,Computer Science,2022,Exam_4,Short Answer,15,Medium,Algebra,9,2025,10-02-2023,,,,,,,,,,
Q0601,Maths,2019,Exam_5,MCQ,5,Hard,Genetics,1,2019,7/13/2020,,,,,,,,,,
Q0602,Physics,2016,Exam_1,Numerical,10,Easy,Organic,9,2025,9/29/2017,,,,,,,,,,
Q0603,Physics,2017,Exam_4,MCQ,15,Medium,Mechanics,1,2017,10-11-2021,,,,,,,,,,
Q0604,Maths,2015,Exam_2,Numerical,2,Easy,Genetics,0,2023,9/14/2019,,,,,,,,,,
Q0605,Computer Science,2016,Exam_1,Numerical,5,Medium,Algebra,10,2024,11-03-2019,,,,,,,,,,
Q0606,Chemistry,2019,Exam_3,MCQ,5,Easy,Programming,0,2019,11-06-2020,,,,,,,,,,
Q0607,Biology,2015,Exam_2,Long Answer,10,Easy,Organic,2,2021,09-12-2018,,,,,,,,,,
Q0608,Biology,2017,Exam_2,Long Answer,2,Hard,Programming,8,2022,6/28/2023,,,,,,,,,,
Q0609,Computer Science,2023,Exam_4,Long Answer,2,Hard,Algebra,5,2025,9/22/2021,,,,,,,,,,
Q0610,Chemistry,2017,Exam_4,MCQ,5,Medium,Organic,8,2022,03-03-2022,,,,,,,,,,
Q0611,Biology,2015,Exam_5,MCQ,2,Easy,Organic,7,2020,04-09-2015,,,,,,,,,,
Q0612,Physics,2024,Exam_4,Long Answer,10,Hard,Genetics,1,2025,1/18/2024,,,,,,,,,,
Q0613,Biology,2024,Exam_5,Long Answer,10,Medium,Algebra,1,2024,8/29/2022,,,,,,,,,,
Q0614,Chemistry,2015,Exam_1,Short Answer,15,Medium,Organic,1,2018,10-08-2023,,,,,,,,,,
Q0615,Chemistry,2019,Exam_2,Short Answer,15,Medium,Programming,5,2020,6/28/2016,,,,,,,,,,
Q0616,Physics,2018,Exam_3,Long Answer,5,Medium,Organic,1,2025,8/26/2017,,,,,,,,,,
Q0617,Biology,2015,Exam_1,MCQ,15,Hard,Mechanics,4,2017,10/24/2022,,,,,,,,,,
Q0618,Computer Science,2020,Exam_5,Long Answer,15,Easy,Organic,3,2025,7/30/2017,,,,,,,,,,
Q0619,Physics,2018,Exam_2,Long Answer,5,Hard,Organic,3,2020,10/21/2020,,,,,,,,,,
Q0620,Maths,2018,Exam_3,Long Answer,5,Easy,Genetics,5,2024,12/19/2015,,,,,,,,,,
Q0621,Maths,2025,Exam_1,MCQ,2,Easy,Genetics,2,2025,4/19/2024,,,,,,,,,,
Q0622,Physics,2021,Exam_1,Short Answer,2,Medium,Programming,0,2024,2/24/2021,,,,,,,,,,
Q0623,Computer Science,2025,Exam_4,Numerical,5,Hard,Genetics,9,2025,8/31/2016,,,,,,,,,,
Q0624,Biology,2021,Exam_3,Long Answer,15,Easy,Genetics,6,2021,4/25/2021,,,,,,,,,,
Q0625,Maths,2021,Exam_1,MCQ,15,Easy,Programming,2,2025,4/14/2021,,,,,,,,,,
Q0626,Chemistry,2018,Exam_1,Short Answer,5,Easy,Genetics,5,2021,06-12-2024,,,,,,,,,,
Q0627,Biology,2015,Exam_1,Short Answer,10,Easy,Organic,7,2020,3/31/2015,,,,,,,,,,
Q0628,Computer Science,2023,Exam_3,Long Answer,2,Hard,Programming,8,2025,4/25/2015,,,,,,,,,,
Q0629,Biology,2021,Exam_1,MCQ,15,Medium,Mechanics,5,2021,3/16/2019,,,,,,,,,,
Q0630,Chemistry,2017,Exam_3,Numerical,10,Hard,Genetics,4,2017,5/14/2024,,,,,,,,,,
Q0631,Computer Science,2023,Exam_5,Numerical,10,Hard,Mechanics,1,2025,5/29/2024,,,,,,,,,,
Q0632,Computer Science,2021,Exam_4,Numerical,2,Easy,Mechanics,2,2021,4/24/2018,,,,,,,,,,
Q0633,Biology,2016,Exam_3,Numerical,2,Easy,Programming,4,2018,9/17/2018,,,,,,,,,,
Q0634,Maths,2017,Exam_2,Long Answer,15,Easy,Programming,1,2021,10/17/2019,,,,,,,,,,
Q0635,Physics,2020,Exam_5,Short Answer,10,Easy,Algebra,8,2024,6/20/2023,,,,,,,,,,
Q0636,Chemistry,2017,Exam_2,Long Answer,2,Hard,Programming,1,2020,12/19/2015,,,,,,,,,,
Q0637,Physics,2020,Exam_2,Short Answer,2,Hard,Genetics,9,2021,2/25/2024,,,,,,,,,,
Q0638,Chemistry,2025,Exam_2,Numerical,5,Easy,Organic,9,2025,7/16/2017,,,,,,,,,,
Q0639,Maths,2023,Exam_2,Short Answer,10,Easy,Algebra,0,2023,4/23/2016,,,,,,,,,,
Q0640,Chemistry,2025,Exam_5,Long Answer,2,Hard,Genetics,7,2025,6/30/2015,,,,,,,,,,
Q0641,Physics,2023,Exam_5,Short Answer,2,Medium,Mechanics,0,2023,11/21/2016,,,,,,,,,,
Q0642,Biology,2017,Exam_3,Short Answer,2,Medium,Mechanics,3,2018,03-05-2022,,,,,,,,,,
Q0643,Maths,2018,Exam_5,Short Answer,15,Medium,Genetics,6,2024,02-01-2017,,,,,,,,,,
Q0644,Biology,2016,Exam_1,Numerical,2,Hard,Algebra,9,2017,5/21/2019,,,,,,,,,,
Q0645,Chemistry,2025,Exam_5,Long Answer,5,Easy,Mechanics,10,2025,10-05-2020,,,,,,,,,,
Q0646,Physics,2022,Exam_5,Numerical,15,Medium,Algebra,10,2023,04-09-2016,,,,,,,,,,
Q0647,Computer Science,2024,Exam_2,Long Answer,5,Easy,Algebra,2,2024,1/14/2017,,,,,,,,,,
Q0648,Physics,2015,Exam_2,Numerical,2,Hard,Genetics,6,2017,06-02-2019,,,,,,,,,,
Q0649,Chemistry,2019,Exam_3,Long Answer,2,Easy,Organic,1,2023,6/13/2019,,,,,,,,,,
Q0650,Maths,2024,Exam_2,Numerical,5,Easy,Mechanics,0,2024,06-07-2015,,,,,,,,,,
Q0651,Physics,2023,Exam_2,Long Answer,2,Medium,Mechanics,10,2023,11/29/2017,,,,,,,,,,
Q0652,Physics,2017,Exam_5,MCQ,2,Hard,Organic,9,2024,01-04-2016,,,,,,,,,,
Q0653,Maths,2023,Exam_3,MCQ,10,Easy,Algebra,8,2024,5/18/2016,,,,,,,,,,
Q0654,Chemistry,2015,Exam_5,Long Answer,2,Easy,Algebra,6,2024,2/14/2024,,,,,,,,,,
Q0655,Biology,2023,Exam_5,Long Answer,2,Hard,Algebra,9,2024,10/30/2022,,,,,,,,,,
Q0656,Biology,2016,Exam_3,Long Answer,2,Medium,Programming,1,2019,6/15/2017,,,,,,,,,,
Q0657,Chemistry,2021,Exam_4,Long Answer,5,Easy,Mechanics,7,2025,10-02-2020,,,,,,,,,,
Q0658,Maths,2019,Exam_5,Long Answer,10,Medium,Mechanics,3,2022,2/15/2023,,,,,,,,,,
Q0659,Physics,2017,Exam_5,Numerical,15,Medium,Algebra,8,2018,11-10-2024,,,,,,,,,,
Q0660,Maths,2021,Exam_4,Short Answer,15,Easy,Organic,0,2024,03-02-2024,,,,,,,,,,
Q0661,Chemistry,2018,Exam_1,Short Answer,10,Medium,Genetics,1,2022,3/17/2019,,,,,,,,,,
Q0662,Physics,2024,Exam_4,Short Answer,10,Easy,Organic,7,2025,2/14/2017,,,,,,,,,,
Q0663,Biology,2023,Exam_4,Short Answer,15,Hard,Mechanics,3,2023,3/21/2015,,,,,,,,,,
Q0664,Biology,2017,Exam_2,Numerical,2,Medium,Mechanics,4,2025,07-05-2024,,,,,,,,,,
Q0665,Chemistry,2015,Exam_2,Short Answer,2,Hard,Programming,6,2018,04-07-2017,,,,,,,,,,
Q0666,Chemistry,2018,Exam_3,Short Answer,15,Hard,Algebra,1,2022,6/30/2024,,,,,,,,,,
Q0667,Physics,2021,Exam_2,Short Answer,5,Hard,Genetics,10,2021,4/13/2016,,,,,,,,,,
Q0668,Maths,2021,Exam_4,MCQ,5,Easy,Mechanics,8,2022,4/20/2020,,,,,,,,,,
Q0669,Physics,2023,Exam_2,MCQ,5,Easy,Programming,9,2025,4/16/2016,,,,,,,,,,
Q0670,Maths,2016,Exam_2,MCQ,5,Easy,Organic,1,2024,1/13/2024,,,,,,,,,,
Q0671,Physics,2016,Exam_5,Numerical,10,Easy,Mechanics,10,2024,02-11-2023,,,,,,,,,,
Q0672,Maths,2016,Exam_4,MCQ,15,Hard,Genetics,1,2025,5/20/2017,,,,,,,,,,
Q0673,Physics,2025,Exam_3,MCQ,10,Medium,Genetics,3,2025,1/27/2019,,,,,,,,,,
Q0674,Maths,2015,Exam_2,Numerical,2,Medium,Algebra,9,2015,03-04-2023,,,,,,,,,,
Q0675,Physics,2015,Exam_5,MCQ,15,Hard,Algebra,0,2023,11/29/2018,,,,,,,,,,
Q0676,Computer Science,2015,Exam_1,MCQ,10,Medium,Programming,1,2020,3/17/2019,,,,,,,,,,
Q0677,Chemistry,2019,Exam_3,MCQ,2,Hard,Algebra,0,2025,10-12-2024,,,,,,,,,,
Q0678,Physics,2022,Exam_1,Short Answer,5,Medium,Mechanics,1,2024,10-01-2022,,,,,,,,,,
Q0679,Chemistry,2016,Exam_3,Numerical,2,Easy,Programming,1,2023,02-01-2018,,,,,,,,,,
Q0680,Biology,2020,Exam_1,MCQ,5,Medium,Organic,9,2020,2/26/2024,,,,,,,,,,
Q0681,Maths,2019,Exam_3,Short Answer,2,Easy,Programming,7,2019,3/20/2020,,,,,,,,,,
Q0682,Computer Science,2018,Exam_3,Numerical,10,Hard,Mechanics,4,2020,08-06-2015,,,,,,,,,,
Q0683,Chemistry,2018,Exam_4,MCQ,15,Easy,Organic,2,2019,3/26/2015,,,,,,,,,,
Q0684,Physics,2022,Exam_5,Long Answer,10,Medium,Programming,8,2025,04-11-2021,,,,,,,,,,
Q0685,Physics,2025,Exam_1,Short Answer,10,Medium,Algebra,5,2025,8/30/2018,,,,,,,,,,
Q0686,Biology,2024,Exam_4,Numerical,10,Hard,Algebra,2,2025,05-09-2021,,,,,,,,,,
Q0687,Physics,2019,Exam_1,Long Answer,15,Medium,Algebra,7,2025,10-10-2018,,,,,,,,,,
Q0688,Maths,2024,Exam_4,Long Answer,5,Medium,Organic,2,2024,6/22/2022,,,,,,,,,,
Q0689,Biology,2024,Exam_5,Numerical,10,Medium,Genetics,3,2024,1/16/2019,,,,,,,,,,
Q0690,Chemistry,2017,Exam_2,MCQ,2,Easy,Algebra,4,2020,04-12-2018,,,,,,,,,,
Q0691,Biology,2023,Exam_3,Numerical,5,Medium,Mechanics,6,2025,01-12-2018,,,,,,,,,,
Q0692,Chemistry,2015,Exam_1,Short Answer,2,Medium,Genetics,4,2022,4/26/2016,,,,,,,,,,
Q0693,Computer Science,2019,Exam_3,Long Answer,2,Easy,Programming,2,2023,2/19/2018,,,,,,,,,,
Q0694,Computer Science,2023,Exam_4,Numerical,5,Medium,Organic,1,2024,02-09-2016,,,,,,,,,,
Q0695,Biology,2023,Exam_3,Short Answer,2,Medium,Programming,6,2023,12/14/2015,,,,,,,,,,
Q0696,Maths,2021,Exam_3,Short Answer,10,Medium,Programming,4,2024,7/30/2019,,,,,,,,,,
Q0697,Maths,2016,Exam_4,Numerical,5,Medium,Mechanics,6,2024,03-10-2020,,,,,,,,,,
Q0698,Chemistry,2019,Exam_5,Short Answer,10,Medium,Mechanics,6,2022,07-02-2021,,,,,,,,,,
Q0699,Biology,2022,Exam_3,MCQ,10,Medium,Genetics,9,2025,05-04-2021,,,,,,,,,,
Q0700,Computer Science,2022,Exam_3,MCQ,2,Medium,Organic,6,2022,9/23/2019,,,,,,,,,,
Q0701,Biology,2022,Exam_1,Short Answer,2,Easy,Organic,7,2022,9/18/2023,,,,,,,,,,
Q0702,Physics,2017,Exam_3,Numerical,2,Easy,Programming,7,2025,8/25/2015,,,,,,,,,,
Q0703,Computer Science,2024,Exam_4,Numerical,5,Easy,Organic,2,2024,09-08-2015,,,,,,,,,,
Q0704,Physics,2019,Exam_1,Short Answer,10,Hard,Mechanics,8,2019,8/13/2024,,,,,,,,,,
Q0705,Physics,2025,Exam_4,Long Answer,10,Medium,Algebra,8,2025,11/29/2022,,,,,,,,,,
Q0706,Physics,2017,Exam_4,Numerical,5,Hard,Programming,3,2018,12/20/2016,,,,,,,,,,
Q0707,Physics,2019,Exam_2,Short Answer,15,Medium,Organic,5,2024,02-10-2020,,,,,,,,,,
Q0708,Physics,2018,Exam_3,Numerical,5,Easy,Programming,5,2022,1/30/2017,,,,,,,,,,
Q0709,Physics,2016,Exam_2,MCQ,2,Easy,Genetics,8,2021,07-12-2017,,,,,,,,,,
Q0710,Physics,2020,Exam_4,Short Answer,5,Easy,Algebra,9,2021,6/28/2016,,,,,,,,,,
Q0711,Physics,2023,Exam_3,MCQ,15,Easy,Algebra,4,2025,4/13/2015,,,,,,,,,,
Q0712,Biology,2015,Exam_5,Numerical,5,Easy,Algebra,1,2017,12/28/2015,,,,,,,,,,
Q0713,Maths,2023,Exam_3,Numerical,2,Hard,Algebra,5,2023,4/17/2022,,,,,,,,,,
Q0714,Biology,2023,Exam_4,Short Answer,5,Medium,Programming,3,2025,08-08-2024,,,,,,,,,,
Q0715,Physics,2017,Exam_3,Numerical,10,Easy,Organic,10,2022,07-11-2023,,,,,,,,,,
Q0716,Biology,2017,Exam_1,Long Answer,2,Hard,Genetics,8,2021,3/24/2020,,,,,,,,,,
Q0717,Chemistry,2017,Exam_1,MCQ,2,Hard,Organic,0,2021,08-10-2022,,,,,,,,,,
Q0718,Maths,2021,Exam_3,MCQ,2,Easy,Organic,10,2023,1/16/2015,,,,,,,,,,
Q0719,Biology,2018,Exam_2,Numerical,15,Hard,Genetics,7,2023,01-08-2021,,,,,,,,,,
Q0720,Physics,2022,Exam_2,Long Answer,15,Easy,Organic,1,2023,06-02-2018,,,,,,,,,,
Q0721,Computer Science,2019,Exam_5,MCQ,2,Hard,Genetics,1,2024,7/26/2015,,,,,,,,,,
Q0722,Maths,2017,Exam_1,Short Answer,15,Easy,Algebra,6,2022,03-02-2021,,,,,,,,,,
Q0723,Biology,2021,Exam_3,Long Answer,5,Easy,Programming,9,2021,1/30/2017,,,,,,,,,,
Q0724,Physics,2017,Exam_2,Short Answer,5,Easy,Mechanics,7,2023,11-04-2018,,,,,,,,,,
Q0725,Physics,2019,Exam_2,Numerical,2,Hard,Algebra,3,2020,12-11-2021,,,,,,,,,,
Q0726,Maths,2019,Exam_3,Long Answer,2,Easy,Programming,5,2025,7/25/2020,,,,,,,,,,
Q0727,Biology,2022,Exam_2,Numerical,2,Hard,Organic,6,2022,08-03-2023,,,,,,,,,,
Q0728,Biology,2017,Exam_1,MCQ,5,Medium,Genetics,1,2024,5/18/2020,,,,,,,,,,
Q0729,Maths,2017,Exam_1,Short Answer,15,Medium,Algebra,8,2022,02-10-2018,,,,,,,,,,
Q0730,Maths,2017,Exam_4,Numerical,10,Easy,Genetics,9,2019,11/29/2024,,,,,,,,,,
